Date,Hour,Year,Month,Weeknum,Day,Weekday,Special day,Proximity day,Point 1,Point 2,Point 3,Point 4
41756,0,2014,4,18,27,7,0,0,5.1,1.3,0.3,3.9
41756,1,2014,4,18,27,7,0,0,4.7,1,0,3.1
41756,2,2014,4,18,27,7,0,0,4.4,0.6,-0.4,2.2
41756,3,2014,4,18,27,7,0,0,5,1.3,0.4,3.1
41756,4,2014,4,18,27,7,0,0,5.6,1.9,1.2,3.9
41756,5,2014,4,18,27,7,0,0,6.2,2.6,2.1,4.8
41756,6,2014,4,18,27,7,0,0,6.9,3.3,2.9,5.7
41756,7,2014,4,18,27,7,0,0,7.5,3.9,3.7,6.5
41756,8,2014,4,18,27,7,0,0,8.1,4.6,4.5,7.4
41756,9,2014,4,18,27,7,0,0,9.1,5.6,5.1,8.5
41756,10,2014,4,18,27,7,0,0,10.1,6.5,5.7,9.7
41756,11,2014,4,18,27,7,0,0,11.1,7.4,6.3,10.9
41756,12,2014,4,18,27,7,0,0,12.1,8.4,7,12
41756,13,2014,4,18,27,7,0,0,13.1,9.3,7.6,13.2
41756,14,2014,4,18,27,7,0,0,14.1,10.3,8.2,14.3
41756,15,2014,4,18,27,7,0,0,13.4,9.6,7.5,13.4
41756,16,2014,4,18,27,7,0,0,12.7,9,6.8,12.6
41756,17,2014,4,18,27,7,0,0,12,8.3,6.1,11.7
41756,18,2014,4,18,27,7,0,0,11.2,7.6,5.4,10.8
41756,19,2014,4,18,27,7,0,0,10.5,7,4.7,10
41756,20,2014,4,18,27,7,0,0,9.8,6.3,4,9.1
41756,21,2014,4,18,27,7,0,0,8.8,5.8,3.6,8
41756,22,2014,4,18,27,7,0,0,7.9,5.2,3.3,6.8
41756,23,2014,4,18,27,7,0,0,7,4.7,2.9,5.7
41757,0,2014,4,18,28,1,0,0,6,4.1,2.5,4.6
41757,1,2014,4,18,28,1,0,0,5,3.6,2.2,3.4
41757,2,2014,4,18,28,1,0,0,4.1,3,1.8,2.3
41757,3,2014,4,18,28,1,0,0,4.9,3.4,2.3,3.1
41757,4,2014,4,18,28,1,0,0,5.7,3.9,2.9,4
41757,5,2014,4,18,28,1,0,0,6.5,4.3,3.4,4.8
41757,6,2014,4,18,28,1,0,0,7.3,4.7,3.9,5.6
41757,7,2014,4,18,28,1,0,0,8.1,5.2,4.5,6.5
41757,8,2014,4,18,28,1,0,0,8.9,5.6,5,7.3
41757,9,2014,4,18,28,1,0,0,9.7,6.1,5.5,8.5
41757,10,2014,4,18,28,1,0,0,10.5,6.7,6.1,9.8
41757,11,2014,4,18,28,1,0,0,11.3,7.2,6.6,11.1
41757,12,2014,4,18,28,1,0,0,12.1,7.7,7.1,12.3
41757,13,2014,4,18,28,1,0,0,12.9,8.3,7.7,13.6
41757,14,2014,4,18,28,1,0,0,13.7,8.8,8.2,14.8
41757,15,2014,4,18,28,1,0,0,13,8.2,7.5,13.8
41757,16,2014,4,18,28,1,0,0,12.4,7.5,6.8,12.8
41757,17,2014,4,18,28,1,0,0,11.8,6.9,6.1,11.8
41757,18,2014,4,18,28,1,0,0,11.1,6.3,5.5,10.7
41757,19,2014,4,18,28,1,0,0,10.5,5.6,4.8,9.7
41757,20,2014,4,18,28,1,0,0,9.8,5,4.1,8.7
41757,21,2014,4,18,28,1,0,0,8.9,4.6,4,7.7
41757,22,2014,4,18,28,1,0,0,7.9,4.3,3.9,6.7
41757,23,2014,4,18,28,1,0,0,7,3.9,3.8,5.7
41758,0,2014,4,18,29,2,0,0,6.1,3.5,3.7,4.7
41758,1,2014,4,18,29,2,0,0,5.1,3.2,3.6,3.7
41758,2,2014,4,18,29,2,0,0,4.2,2.8,3.5,2.7
41758,3,2014,4,18,29,2,0,0,5.2,3.3,3.6,3.9
41758,4,2014,4,18,29,2,0,0,6.2,3.8,3.7,5.1
41758,5,2014,4,18,29,2,0,0,7.2,4.2,3.8,6.4
41758,6,2014,4,18,29,2,0,0,8.3,4.7,3.8,7.6
41758,7,2014,4,18,29,2,0,0,9.3,5.2,3.9,8.8
41758,8,2014,4,18,29,2,0,0,10.3,5.7,4,10
41758,9,2014,4,18,29,2,0,0,11,6.6,4.4,11
41758,10,2014,4,18,29,2,0,0,11.6,7.5,4.8,12
41758,11,2014,4,18,29,2,0,0,12.3,8.4,5.2,13
41758,12,2014,4,18,29,2,0,0,13,9.4,5.6,13.9
41758,13,2014,4,18,29,2,0,0,13.6,10.3,6,14.9
41758,14,2014,4,18,29,2,0,0,14.3,11.2,6.4,15.9
41758,15,2014,4,18,29,2,0,0,13.4,10.4,5.9,14.6
41758,16,2014,4,18,29,2,0,0,12.4,9.7,5.5,13.3
41758,17,2014,4,18,29,2,0,0,11.5,8.9,5,12
41758,18,2014,4,18,29,2,0,0,10.6,8.1,4.5,10.8
41758,19,2014,4,18,29,2,0,0,9.6,7.4,4.1,9.5
41758,20,2014,4,18,29,2,0,0,8.7,6.6,3.6,8.2
41758,21,2014,4,18,29,2,0,0,8.2,6,3,7.8
41758,22,2014,4,18,29,2,0,0,7.7,5.5,2.4,7.3
41758,23,2014,4,18,29,2,0,0,7.1,4.9,1.8,6.8
41759,0,2014,4,18,30,3,0,1,6.6,4.4,1.1,6.4
41759,1,2014,4,18,30,3,0,1,6.1,3.8,0.5,6
41759,2,2014,4,18,30,3,0,1,5.6,3.3,-0.1,5.5
41759,3,2014,4,18,30,3,0,1,5.8,3.2,0.3,5.5
41759,4,2014,4,18,30,3,0,1,6,3.1,0.7,5.4
41759,5,2014,4,18,30,3,0,1,6.2,3,1.1,5.4
41759,6,2014,4,18,30,3,0,1,6.5,3,1.5,5.4
41759,7,2014,4,18,30,3,0,1,6.7,2.9,1.9,5.3
41759,8,2014,4,18,30,3,0,1,6.9,2.8,2.3,5.3
41759,9,2014,4,18,30,3,0,1,7.1,3,2.8,5.7
41759,10,2014,4,18,30,3,0,1,7.4,3.2,3.3,6.2
41759,11,2014,4,18,30,3,0,1,7.6,3.3,3.8,6.6
41759,12,2014,4,18,30,3,0,1,7.8,3.5,4.3,7
41759,13,2014,4,18,30,3,0,1,8.1,3.7,4.8,7.5
41759,14,2014,4,18,30,3,0,1,8.3,3.9,5.3,7.9
41759,15,2014,4,18,30,3,0,1,7.8,3.4,4.7,7.4
41759,16,2014,4,18,30,3,0,1,7.3,2.9,4.1,7
41759,17,2014,4,18,30,3,0,1,6.8,2.4,3.5,6.5
41759,18,2014,4,18,30,3,0,1,6.2,1.8,2.9,6
41759,19,2014,4,18,30,3,0,1,5.7,1.3,2.3,5.6
41759,20,2014,4,18,30,3,0,1,5.2,0.8,1.7,5.1
41759,21,2014,4,18,30,3,0,1,4.6,0.9,1.2,4.4
41759,22,2014,4,18,30,3,0,1,3.9,0.9,0.7,3.8
41759,23,2014,4,18,30,3,0,1,3.3,1,0.2,3.1
41760,0,2014,5,18,1,4,1,0,2.7,1.1,-0.4,2.4
41760,1,2014,5,18,1,4,1,0,2,1.1,-0.9,1.8
41760,2,2014,5,18,1,4,1,0,1.4,1.2,-1.4,1.1
41760,3,2014,5,18,1,4,1,0,2,1.4,-0.8,1.5
41760,4,2014,5,18,1,4,1,0,2.5,1.5,-0.3,1.9
41760,5,2014,5,18,1,4,1,0,3.1,1.7,0.2,2.3
41760,6,2014,5,18,1,4,1,0,3.7,1.9,0.8,2.7
41760,7,2014,5,18,1,4,1,0,4.2,2,1.3,3.1
41760,8,2014,5,18,1,4,1,0,4.8,2.2,1.9,3.5
41760,9,2014,5,18,1,4,1,0,5.6,2.3,2.1,3.9
41760,10,2014,5,18,1,4,1,0,6.3,2.4,2.3,4.2
41760,11,2014,5,18,1,4,1,0,7,2.6,2.6,4.6
41760,12,2014,5,18,1,4,1,0,7.8,2.7,2.8,5
41760,13,2014,5,18,1,4,1,0,8.5,2.8,3,5.3
41760,14,2014,5,18,1,4,1,0,9.3,2.9,3.2,5.7
41760,15,2014,5,18,1,4,1,0,8.5,2.6,2.9,5.3
41760,16,2014,5,18,1,4,1,0,7.8,2.3,2.5,4.9
41760,17,2014,5,18,1,4,1,0,7,2,2.2,4.6
41760,18,2014,5,18,1,4,1,0,6.3,1.6,1.9,4.2
41760,19,2014,5,18,1,4,1,0,5.6,1.3,1.5,3.8
41760,20,2014,5,18,1,4,1,0,4.8,1,1.2,3.4
41760,21,2014,5,18,1,4,1,0,4.1,0.8,0.6,2.5
41760,22,2014,5,18,1,4,1,0,3.5,0.6,-0.1,1.6
41760,23,2014,5,18,1,4,1,0,2.8,0.4,-0.7,0.7
41761,0,2014,5,18,2,5,0,1,2.1,0.2,-1.3,-0.2
41761,1,2014,5,18,2,5,0,1,1.5,0,-2,-1.1
41761,2,2014,5,18,2,5,0,1,0.8,-0.2,-2.6,-2
41761,3,2014,5,18,2,5,0,1,1.3,0,-1.8,-1.2
41761,4,2014,5,18,2,5,0,1,1.8,0.2,-1.1,-0.3
41761,5,2014,5,18,2,5,0,1,2.3,0.4,-0.4,0.5
41761,6,2014,5,18,2,5,0,1,2.8,0.7,0.4,1.3
41761,7,2014,5,18,2,5,0,1,3.3,0.9,1.2,2.2
41761,8,2014,5,18,2,5,0,1,3.8,1.1,1.9,3
41761,9,2014,5,18,2,5,0,1,4.7,1.8,2.4,3.8
41761,10,2014,5,18,2,5,0,1,5.5,2.5,2.9,4.5
41761,11,2014,5,18,2,5,0,1,6.4,3.2,3.4,5.2
41761,12,2014,5,18,2,5,0,1,7.3,3.9,3.8,6
41761,13,2014,5,18,2,5,0,1,8.1,4.6,4.3,6.8
41761,14,2014,5,18,2,5,0,1,9,5.3,4.8,7.5
41761,15,2014,5,18,2,5,0,1,8.1,4.8,4.3,6.6
41761,16,2014,5,18,2,5,0,1,7.3,4.3,3.8,5.8
41761,17,2014,5,18,2,5,0,1,6.4,3.8,3.2,5
41761,18,2014,5,18,2,5,0,1,5.5,3.2,2.7,4.1
41761,19,2014,5,18,2,5,0,1,4.7,2.7,2.2,3.2
41761,20,2014,5,18,2,5,0,1,3.8,2.2,1.7,2.4
41761,21,2014,5,18,2,5,0,1,3.2,1.4,1.3,1.6
41761,22,2014,5,18,2,5,0,1,2.6,0.7,0.9,0.8
41761,23,2014,5,18,2,5,0,1,2,-0.1,0.4,-0.1
41762,0,2014,5,18,3,6,0,0,1.3,-0.8,0,-0.9
41762,1,2014,5,18,3,6,0,0,0.7,-1.5,-0.4,-1.7
41762,2,2014,5,18,3,6,0,0,0.1,-2.3,-0.8,-2.5
41762,3,2014,5,18,3,6,0,0,0.8,-1.4,-0.4,-1.5
41762,4,2014,5,18,3,6,0,0,1.4,-0.5,-0.1,-0.6
41762,5,2014,5,18,3,6,0,0,2.1,0.4,0.3,0.4
41762,6,2014,5,18,3,6,0,0,2.7,1.2,0.7,1.4
41762,7,2014,5,18,3,6,0,0,3.4,2.1,1,2.3
41762,8,2014,5,18,3,6,0,0,4,3,1.4,3.3
41762,9,2014,5,18,3,6,0,0,4.7,3.6,2,4.2
41762,10,2014,5,18,3,6,0,0,5.4,4.2,2.5,5.1
41762,11,2014,5,18,3,6,0,0,6.1,4.8,3.1,6
41762,12,2014,5,18,3,6,0,0,6.8,5.4,3.6,7
41762,13,2014,5,18,3,6,0,0,7.5,6,4.1,7.9
41762,14,2014,5,18,3,6,0,0,8.2,6.6,4.7,8.8
41762,15,2014,5,18,3,6,0,0,7.6,5.9,4.4,8
41762,16,2014,5,18,3,6,0,0,7,5.1,4,7.2
41762,17,2014,5,18,3,6,0,0,6.4,4.4,3.6,6.4
41762,18,2014,5,18,3,6,0,0,5.8,3.7,3.3,5.5
41762,19,2014,5,18,3,6,0,0,5.4,3.1,2.8,4.7
41762,20,2014,5,18,3,6,0,0,5.6,3.4,2.7,4.7
41762,21,2014,5,18,3,6,0,0,5.8,3.6,2.6,4.7
41762,22,2014,5,18,3,6,0,0,5.9,3.9,2.5,4.6
41762,23,2014,5,18,3,6,0,0,5.2,3.2,1.9,3.8
41763,0,2014,5,19,4,7,0,0,4.5,2.6,1.3,3
41763,1,2014,5,19,4,7,0,0,3.7,2,0.8,2.2
41763,2,2014,5,19,4,7,0,0,3,1.3,0.2,1.4
41763,3,2014,5,19,4,7,0,0,3.4,2,0.7,2
41763,4,2014,5,19,4,7,0,0,3.9,2.6,1.2,2.7
41763,5,2014,5,19,4,7,0,0,4.3,3.2,1.6,3.3
41763,6,2014,5,19,4,7,0,0,4.7,3.9,2.1,3.9
41763,7,2014,5,19,4,7,0,0,5.2,4.5,2.6,4.6
41763,8,2014,5,19,4,7,0,0,5.6,5.2,3.1,5.2
41763,9,2014,5,19,4,7,0,0,6.4,5.9,3.8,6
41763,10,2014,5,19,4,7,0,0,7.2,6.6,4.4,6.9
41763,11,2014,5,19,4,7,0,0,8,7.4,5.1,7.7
41763,12,2014,5,19,4,7,0,0,8.8,8.1,5.8,8.5
41763,13,2014,5,19,4,7,0,0,9.6,8.8,6.4,9.4
41763,14,2014,5,19,4,7,0,0,10.4,9.5,7.1,10.2
41763,15,2014,5,19,4,7,0,0,9.9,9,6.8,9.7
41763,16,2014,5,19,4,7,0,0,9.4,8.4,6.4,9.1
41763,17,2014,5,19,4,7,0,0,8.9,7.9,6.1,8.6
41763,18,2014,5,19,4,7,0,0,8.4,7.4,5.8,8.1
41763,19,2014,5,19,4,7,0,0,7.9,6.8,5.4,7.5
41763,20,2014,5,19,4,7,0,0,7.4,6.3,5.1,7
41763,21,2014,5,19,4,7,0,0,6.7,5.6,4.4,6.2
41763,22,2014,5,19,4,7,0,0,5.9,4.9,3.8,5.4
41763,23,2014,5,19,4,7,0,0,5.2,4.2,3.2,4.6
41764,0,2014,5,19,5,1,0,0,4.5,3.5,2.5,3.8
41764,1,2014,5,19,5,1,0,0,3.7,2.8,1.9,3
41764,2,2014,5,19,5,1,0,0,3,2.1,1.2,2.2
41764,3,2014,5,19,5,1,0,0,3.5,2.7,1.7,2.8
41764,4,2014,5,19,5,1,0,0,4,3.2,2.2,3.3
41764,5,2014,5,19,5,1,0,0,4.6,3.8,2.7,3.9
41764,6,2014,5,19,5,1,0,0,5.1,4.3,3.2,4.5
41764,7,2014,5,19,5,1,0,0,5.6,4.8,3.7,5
41764,8,2014,5,19,5,1,0,0,6.1,5.4,4.2,5.6
41764,9,2014,5,19,5,1,0,0,7,6.2,4.8,6.5
41764,10,2014,5,19,5,1,0,0,7.8,7,5.5,7.4
41764,11,2014,5,19,5,1,0,0,8.6,7.8,6.1,8.3
41764,12,2014,5,19,5,1,0,0,9.5,8.6,6.7,9.2
41764,13,2014,5,19,5,1,0,0,10.4,9.4,7.4,10.1
41764,14,2014,5,19,5,1,0,0,11.2,10.2,8,11
41764,15,2014,5,19,5,1,0,0,10.7,9.6,7.7,10.5
41764,16,2014,5,19,5,1,0,0,10.2,9.1,7.4,10
41764,17,2014,5,19,5,1,0,0,9.7,8.5,7.1,9.5
41764,18,2014,5,19,5,1,0,0,9.2,7.9,6.8,9
41764,19,2014,5,19,5,1,0,0,8.7,7.4,6.5,8.5
41764,20,2014,5,19,5,1,0,0,8.2,6.8,6.2,8
41764,21,2014,5,19,5,1,0,0,7.5,6.1,5.5,7.3
41764,22,2014,5,19,5,1,0,0,6.9,5.5,4.9,6.6
41764,23,2014,5,19,5,1,0,0,6.2,4.8,4.2,5.8
41765,0,2014,5,19,6,2,0,0,5.6,4.1,3.5,5.1
41765,1,2014,5,19,6,2,0,0,5,3.5,2.9,4.4
41765,2,2014,5,19,6,2,0,0,4.3,2.8,2.2,3.7
41765,3,2014,5,19,6,2,0,0,4.8,3.4,2.6,4.2
41765,4,2014,5,19,6,2,0,0,5.3,3.9,3,4.7
41765,5,2014,5,19,6,2,0,0,5.8,4.4,3.4,5.2
41765,6,2014,5,19,6,2,0,0,6.2,5,3.8,5.6
41765,7,2014,5,19,6,2,0,0,6.7,5.5,4.2,6.1
41765,8,2014,5,19,6,2,0,0,7.2,6.1,4.6,6.6
41765,9,2014,5,19,6,2,0,0,8,6.9,5.3,7.5
41765,10,2014,5,19,6,2,0,0,8.9,7.6,6,8.3
41765,11,2014,5,19,6,2,0,0,9.8,8.4,6.8,9.2
41765,12,2014,5,19,6,2,0,0,10.6,9.2,7.5,10.1
41765,13,2014,5,19,6,2,0,0,11.4,9.9,8.2,10.9
41765,14,2014,5,19,6,2,0,0,12.3,10.7,8.9,11.8
41765,15,2014,5,19,6,2,0,0,11.8,10.3,8.5,11.3
41765,16,2014,5,19,6,2,0,0,11.3,9.9,8.1,10.8
41765,17,2014,5,19,6,2,0,0,10.8,9.4,7.8,10.3
41765,18,2014,5,19,6,2,0,0,10.2,9,7.4,9.8
41765,19,2014,5,19,6,2,0,0,9.7,8.6,7,9.3
41765,20,2014,5,19,6,2,0,0,9.2,8.2,6.6,8.8
41765,21,2014,5,19,6,2,0,0,8.4,7.5,5.9,8
41765,22,2014,5,19,6,2,0,0,7.7,6.7,5.2,7.1
41765,23,2014,5,19,6,2,0,0,7,6,4.4,6.2
41766,0,2014,5,19,7,3,0,0,6.2,5.3,3.7,5.4
41766,1,2014,5,19,7,3,0,0,5.5,4.5,3,4.6
41766,2,2014,5,19,7,3,0,0,4.7,3.8,2.3,3.7
41766,3,2014,5,19,7,3,0,0,5.2,4.4,2.8,4.3
41766,4,2014,5,19,7,3,0,0,5.8,5,3.3,4.9
41766,5,2014,5,19,7,3,0,0,6.3,5.6,3.8,5.5
41766,6,2014,5,19,7,3,0,0,6.8,6.3,4.3,6.1
41766,7,2014,5,19,7,3,0,0,7.4,6.9,4.8,6.7
41766,8,2014,5,19,7,3,0,0,7.9,7.5,5.3,7.3
41766,9,2014,5,19,7,3,0,0,8.8,8.4,6,8.3
41766,10,2014,5,19,7,3,0,0,9.6,9.3,6.8,9.2
41766,11,2014,5,19,7,3,0,0,10.5,10.2,7.5,10.2
41766,12,2014,5,19,7,3,0,0,11.4,11,8.2,11.2
41766,13,2014,5,19,7,3,0,0,12.2,11.9,9,12.1
41766,14,2014,5,19,7,3,0,0,13.1,12.8,9.7,13.1
41766,15,2014,5,19,7,3,0,0,12.6,12.2,9.3,12.5
41766,16,2014,5,19,7,3,0,0,12.1,11.6,8.9,12
41766,17,2014,5,19,7,3,0,0,11.6,11,8.4,11.4
41766,18,2014,5,19,7,3,0,0,11.1,10.4,8,10.8
41766,19,2014,5,19,7,3,0,0,10.6,9.8,7.6,10.3
41766,20,2014,5,19,7,3,0,0,10.1,9.2,7.2,9.7
41766,21,2014,5,19,7,3,0,0,9.3,8.4,6.5,8.8
41766,22,2014,5,19,7,3,0,0,8.5,7.6,5.7,8
41766,23,2014,5,19,7,3,0,0,7.7,6.8,5,7.1
41767,0,2014,5,19,8,4,0,0,6.9,5.9,4.3,6.2
41767,1,2014,5,19,8,4,0,0,6.1,5.1,3.5,5.4
41767,2,2014,5,19,8,4,0,0,5.3,4.3,2.8,4.5
41767,3,2014,5,19,8,4,0,0,5.8,5,3.3,5
41767,4,2014,5,19,8,4,0,0,6.3,5.7,3.8,5.5
41767,5,2014,5,19,8,4,0,0,6.8,6.4,4.4,6
41767,6,2014,5,19,8,4,0,0,7.2,7,4.9,6.5
41767,7,2014,5,19,8,4,0,0,7.7,7.7,5.4,7
41767,8,2014,5,19,8,4,0,0,8.2,8.4,5.9,7.5
41767,9,2014,5,19,8,4,0,0,9,9.2,6.5,8.4
41767,10,2014,5,19,8,4,0,0,9.9,10.1,7.1,9.3
41767,11,2014,5,19,8,4,0,0,10.8,10.9,7.8,10.2
41767,12,2014,5,19,8,4,0,0,11.6,11.7,8.4,11.2
41767,13,2014,5,19,8,4,0,0,12.4,12.6,9,12.1
41767,14,2014,5,19,8,4,0,0,13.3,13.4,9.6,13
41767,15,2014,5,19,8,4,0,0,12.8,12.8,9.2,12.5
41767,16,2014,5,19,8,4,0,0,12.4,12.2,8.9,12.1
41767,17,2014,5,19,8,4,0,0,11.9,11.6,8.5,11.6
41767,18,2014,5,19,8,4,0,0,11.4,11.1,8.1,11.1
41767,19,2014,5,19,8,4,0,0,11,10.5,7.8,10.7
41767,20,2014,5,19,8,4,0,0,10.5,9.9,7.4,10.2
41767,21,2014,5,19,8,4,0,0,9.7,9,6.7,9.3
41767,22,2014,5,19,8,4,0,0,9,8.2,6,8.4
41767,23,2014,5,19,8,4,0,0,8.2,7.4,5.2,7.4
41768,0,2014,5,19,9,5,0,0,7.4,6.5,4.5,6.5
41768,1,2014,5,19,9,5,0,0,6.7,5.7,3.8,5.6
41768,2,2014,5,19,9,5,0,0,5.9,4.8,3.1,4.7
41768,3,2014,5,19,9,5,0,0,6.2,5.2,3.6,5.2
41768,4,2014,5,19,9,5,0,0,6.5,5.7,4,5.7
41768,5,2014,5,19,9,5,0,0,6.8,6.2,4.5,6.2
41768,6,2014,5,19,9,5,0,0,7.1,6.6,4.9,6.5
41768,7,2014,5,19,9,5,0,0,7.5,7.2,5.3,6.9
41768,8,2014,5,19,9,5,0,0,7.9,7.8,5.8,7.4
41768,9,2014,5,19,9,5,0,0,8.7,8.6,6.4,8.2
41768,10,2014,5,19,9,5,0,0,9.5,9.3,7,9
41768,11,2014,5,19,9,5,0,0,10.2,10.1,7.6,9.8
41768,12,2014,5,19,9,5,0,0,11,10.9,8.2,10.6
41768,13,2014,5,19,9,5,0,0,11.8,11.6,8.8,11.4
41768,14,2014,5,19,9,5,0,0,12.6,12.4,9.4,12.2
41768,15,2014,5,19,9,5,0,0,12.1,11.9,9,11.7
41768,16,2014,5,19,9,5,0,0,11.6,11.4,8.6,11.2
41768,17,2014,5,19,9,5,0,0,11.2,10.9,8.2,10.7
41768,18,2014,5,19,9,5,0,0,10.7,10.4,7.9,10.2
41768,19,2014,5,19,9,5,0,0,10.2,9.9,7.5,9.7
41768,20,2014,5,19,9,5,0,0,9.7,9.4,7.1,9.2
41768,21,2014,5,19,9,5,0,0,9,8.7,6.4,8.4
41768,22,2014,5,19,9,5,0,0,8.3,7.9,5.8,7.6
41768,23,2014,5,19,9,5,0,0,7.6,7.2,5.1,6.8
41769,0,2014,5,19,10,6,0,0,7,6.5,4.4,6.1
41769,1,2014,5,19,10,6,0,0,6.3,5.7,3.8,5.3
41769,2,2014,5,19,10,6,0,0,5.6,5,3.1,4.5
41769,3,2014,5,19,10,6,0,0,6.1,5.5,3.5,5
41769,4,2014,5,19,10,6,0,0,6.5,5.9,3.9,5.5
41769,5,2014,5,19,10,6,0,0,7,6.4,4.3,6
41769,6,2014,5,19,10,6,0,0,7.5,6.9,4.7,6.6
41769,7,2014,5,19,10,6,0,0,7.9,7.3,5.1,7.1
41769,8,2014,5,19,10,6,0,0,8.4,7.8,5.5,7.6
41769,9,2014,5,19,10,6,0,0,9.2,8.5,6.1,8.5
41769,10,2014,5,19,10,6,0,0,10,9.3,6.7,9.4
41769,11,2014,5,19,10,6,0,0,10.8,10,7.3,10.2
41769,12,2014,5,19,10,6,0,0,11.5,10.7,7.9,11.1
41769,13,2014,5,19,10,6,0,0,12.3,11.5,8.5,12
41769,14,2014,5,19,10,6,0,0,13.1,12.2,9.1,12.9
41769,15,2014,5,19,10,6,0,0,12.6,11.7,8.8,12.4
41769,16,2014,5,19,10,6,0,0,12,11.2,8.5,11.8
41769,17,2014,5,19,10,6,0,0,11.5,10.8,8.2,11.3
41769,18,2014,5,19,10,6,0,0,11,10.3,7.8,10.8
41769,19,2014,5,19,10,6,0,0,10.4,9.8,7.5,10.2
41769,20,2014,5,19,10,6,0,0,9.9,9.3,7.2,9.7
41769,21,2014,5,19,10,6,0,0,9.2,8.5,6.4,8.8
41769,22,2014,5,19,10,6,0,0,8.4,7.7,5.7,7.9
41769,23,2014,5,19,10,6,0,0,7.6,6.8,4.9,7
41770,0,2014,5,20,11,7,0,0,6.9,6,4.1,6.2
41770,1,2014,5,20,11,7,0,0,6.2,5.2,3.4,5.3
41770,2,2014,5,20,11,7,0,0,5.4,4.4,2.6,4.4
41770,3,2014,5,20,11,7,0,0,5.9,5,3.1,5
41770,4,2014,5,20,11,7,0,0,6.4,5.6,3.6,5.6
41770,5,2014,5,20,11,7,0,0,7,6.2,4,6.2
41770,6,2014,5,20,11,7,0,0,7.5,6.9,4.5,6.7
41770,7,2014,5,20,11,7,0,0,8,7.5,5,7.3
41770,8,2014,5,20,11,7,0,0,8.5,8.1,5.5,7.9
41770,9,2014,5,20,11,7,0,0,9.3,8.9,6.2,8.8
41770,10,2014,5,20,11,7,0,0,10.2,9.7,6.8,9.7
41770,11,2014,5,20,11,7,0,0,11,10.4,7.4,10.6
41770,12,2014,5,20,11,7,0,0,11.8,11.2,8.1,11.5
41770,13,2014,5,20,11,7,0,0,12.7,12,8.8,12.4
41770,14,2014,5,20,11,7,0,0,13.5,12.8,9.4,13.3
41770,15,2014,5,20,11,7,0,0,13,12.2,9,12.8
41770,16,2014,5,20,11,7,0,0,12.5,11.7,8.7,12.3
41770,17,2014,5,20,11,7,0,0,12,11.2,8.4,11.8
41770,18,2014,5,20,11,7,0,0,11.5,10.6,8,11.3
41770,19,2014,5,20,11,7,0,0,11,10,7.7,10.8
41770,20,2014,5,20,11,7,0,0,10.5,9.5,7.3,10.3
41770,21,2014,5,20,11,7,0,0,9.7,8.7,6.6,9.4
41770,22,2014,5,20,11,7,0,0,9,7.9,5.9,8.5
41770,23,2014,5,20,11,7,0,0,8.2,7,5.2,7.6
41771,0,2014,5,20,12,1,0,0,7.4,6.2,4.4,6.8
41771,1,2014,5,20,12,1,0,0,6.7,5.4,3.7,5.9
41771,2,2014,5,20,12,1,0,0,5.9,4.6,3,5
41771,3,2014,5,20,12,1,0,0,6.4,5.3,3.5,5.6
41771,4,2014,5,20,12,1,0,0,6.9,6,4.1,6.1
41771,5,2014,5,20,12,1,0,0,7.4,6.7,4.6,6.6
41771,6,2014,5,20,12,1,0,0,8,7.4,5.1,7.2
41771,7,2014,5,20,12,1,0,0,8.5,8.1,5.7,7.7
41771,8,2014,5,20,12,1,0,0,9,8.8,6.2,8.3
41771,9,2014,5,20,12,1,0,0,9.8,9.5,6.9,9.2
41771,10,2014,5,20,12,1,0,0,10.6,10.2,7.7,10
41771,11,2014,5,20,12,1,0,0,11.4,11,8.4,10.9
41771,12,2014,5,20,12,1,0,0,12.2,11.7,9.1,11.8
41771,13,2014,5,20,12,1,0,0,13,12.4,9.9,12.6
41771,14,2014,5,20,12,1,0,0,13.8,13.1,10.6,13.5
41771,15,2014,5,20,12,1,0,0,13.3,12.6,10.2,13
41771,16,2014,5,20,12,1,0,0,12.7,12,9.8,12.6
41771,17,2014,5,20,12,1,0,0,12.2,11.5,9.4,12.1
41771,18,2014,5,20,12,1,0,0,11.7,11,8.9,11.6
41771,19,2014,5,20,12,1,0,0,11.1,10.4,8.5,11.2
41771,20,2014,5,20,12,1,0,0,10.6,9.9,8.1,10.7
41771,21,2014,5,20,12,1,0,0,9.8,9,7.3,9.7
41771,22,2014,5,20,12,1,0,0,8.9,8,6.5,8.7
41771,23,2014,5,20,12,1,0,0,8,7.1,5.6,7.7
41772,0,2014,5,20,13,2,0,0,7.2,6.2,4.8,6.7
41772,1,2014,5,20,13,2,0,0,6.4,5.2,4,5.7
41772,2,2014,5,20,13,2,0,0,5.5,4.3,3.2,4.7
41772,3,2014,5,20,13,2,0,0,6.1,5.1,3.8,5.4
41772,4,2014,5,20,13,2,0,0,6.7,5.9,4.4,6.1
41772,5,2014,5,20,13,2,0,0,7.4,6.7,5,6.8
41772,6,2014,5,20,13,2,0,0,8,7.5,5.7,7.5
41772,7,2014,5,20,13,2,0,0,8.6,8.3,6.3,8.2
41772,8,2014,5,20,13,2,0,0,9.2,9.1,6.9,8.9
41772,9,2014,5,20,13,2,0,0,10,9.9,7.7,9.8
41772,10,2014,5,20,13,2,0,0,10.8,10.7,8.4,10.7
41772,11,2014,5,20,13,2,0,0,11.6,11.5,9.2,11.6
