Date,Hour,NO cons,SE cons,FI cons,DK1 cons,DK2 cons,DK1 wind,DK2 wind,SE1 wind,SE2 wind,SE3 wind,SE4 wind,SE->FI,FI->EE,NO1->SE3,SE2->SE3,Forsmark Block1,Forsmark Block2,Forsmark Block3,Loviisa Block 1,Loviisa Block 2,Olkiluoto 1,Olkiluoto 2,Oskarshamn 1,Oskarshamn 3,Ringhals Block1,Ringhals Block2,Ringhals Block3,Ringhals Block4
41771,0,11775,12000,8098,1710,1083,550,498,14,46,281,410,2690,860,850,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,1,11413,11700,7883,1673,1048,502,483,12,43,266,393,2690,860,850,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,2,11253,11600,7776,1654,1029,456,474,9,39,262,372,2690,860,850,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,3,11277,11600,7705,1664,1041,411,479,7,40,253,350,2690,860,850,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,4,11366,11700,7842,1708,1052,380,492,7,37,236,324,2690,860,850,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,5,11609,12700,8675,1809,1129,357,507,6,34,214,308,2700,860,900,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,6,12626,13700,9358,2174,1322,345,521,6,27,193,290,2700,860,900,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,7,13907,15100,9606,2590,1566,351,537,7,24,165,276,2680,860,900,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,8,14365,16100,9713,2770,1682,399,543,9,26,153,273,2680,860,950,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,9,14301,16400,9683,2792,1715,468,530,9,25,140,259,2680,860,950,7200,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,10,14262,16500,9653,2858,1755,523,511,9,24,138,246,2680,860,950,7300,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,11,14144,16500,9640,2854,1772,578,486,8,23,139,252,2690,860,900,7300,0,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,12,14008,16400,9565,2803,1784,668,451,8,21,146,297,2690,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,13,13872,16200,9475,2841,1744,782,416,8,21,156,330,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,14,13929,16000,9385,2792,1711,854,390,9,21,154,347,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,15,13831,15900,9269,2663,1670,877,374,10,27,153,360,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,16,13764,15700,9203,2596,1668,881,370,11,21,151,335,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,17,13719,15300,9117,2738,1749,852,371,12,23,148,301,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,18,13702,15200,9168,2628,1706,825,373,13,25,126,229,2690,860,850,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,19,13795,15000,9156,2476,1625,811,383,15,23,112,190,2690,860,850,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,20,13831,14800,8920,2332,1549,783,384,17,24,114,187,2690,860,850,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,21,13849,14500,8935,2273,1489,743,382,24,33,119,162,2690,860,850,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,22,13470,14200,8947,2159,1410,730,383,33,29,123,162,2700,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41771,23,12765,13400,8541,1933,1247,743,383,38,35,130,162,2700,860,850,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,0,12018,12500,8129,1782,1149,717,372,22,37,131,174,2690,860,755,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,1,11730,12100,7902,1720,1085,722,366,24,40,125,170,2690,860,755,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,2,11581,11900,7818,1688,1052,755,365,26,36,120,174,2690,860,755,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,3,11622,11900,7709,1703,1058,815,348,30,37,118,183,2690,860,755,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,4,11814,11900,7821,1759,1068,882,333,30,43,121,194,2690,860,755,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,5,12075,12800,8651,1851,1138,928,337,30,50,126,199,2700,860,805,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,6,13248,14200,9279,2206,1351,947,350,29,45,127,213,2700,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,7,14719,15600,9503,2591,1605,992,368,29,45,115,238,2680,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,8,15024,16100,9622,2757,1746,1085,381,28,57,106,245,2680,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,9,14900,16300,9608,2818,1806,1175,385,29,55,101,274,2680,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,10,14813,16400,9591,2907,1833,1259,383,31,60,98,279,2680,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,11,14617,16400,9601,2910,1797,1350,378,36,66,107,300,2690,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,12,14546,16300,9525,2792,1771,1460,395,39,74,105,324,2690,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,13,14418,16200,9458,2766,1771,1573,413,45,79,109,357,2680,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,14,14392,16000,9382,2722,1750,1676,441,59,91,116,378,2680,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,15,14266,15800,9262,2612,1703,1766,502,69,116,117,389,2680,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,16,14215,15700,9202,2544,1683,1841,554,72,161,104,391,2680,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,17,14056,15400,9111,2640,1758,1861,566,110,186,93,347,2680,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,18,13937,15200,9179,2552,1711,1805,558,123,214,87,320,2690,860,805,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,19,13914,15000,9157,2413,1617,1754,543,104,237,72,318,2690,860,805,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,20,13919,14700,8875,2309,1539,1740,522,119,295,72,297,2690,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,21,13938,14500,8945,2246,1503,1691,512,135,339,78,301,2690,860,855,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,22,13519,14100,8972,2170,1417,1677,502,152,404,82,284,2700,860,805,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41772,23,12828,13200,8539,1960,1264,1684,496,155,424,101,279,2700,860,805,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41773,0,12460,12200,8119,1809,1153,1303,446,221,438,101,240,2690,860,800,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41773,1,12175,11800,7908,1778,1091,1348,418,224,436,142,233,2690,860,800,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41773,2,12024,11700,7826,1751,1062,1389,389,230,458,192,214,2690,860,800,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41773,3,11987,11700,7708,1778,1068,1418,359,227,461,217,203,2690,860,800,7300,984,1120,1167,496,496,0,880,0,0,0,807,1063,1123
41773,4,12059,11700,7852,1826,1091,1435,333,222,447,223,198,2680,860,800,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,5,12347,12600,8727,1903,1165,1428,331,219,422,221,185,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,6,13511,13900,9396,2275,1355,1399,343,209,383,206,148,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,7,14977,15300,9671,2717,1602,1385,349,186,359,192,123,2670,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,8,15373,15700,9813,2882,1749,1356,345,161,308,178,94,2670,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,9,15225,15900,9807,2898,1815,1317,338,135,285,165,89,2670,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,10,15046,15800,9805,2958,1844,1274,316,117,264,154,66,2670,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,11,14731,15900,9810,2920,1834,1220,296,103,257,149,61,2680,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,12,14519,15800,9702,2828,1794,1154,266,101,257,136,53,2670,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,13,14308,15600,9594,2811,1763,1071,230,105,252,133,51,2670,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,14,14173,15500,9489,2748,1738,1024,200,99,231,131,53,2670,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,15,14077,15400,9341,2617,1692,1022,174,109,233,125,53,2670,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,16,13949,15300,9265,2555,1674,1035,160,95,246,115,61,2670,860,500,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,17,13744,14900,9165,2669,1750,1021,149,89,227,102,66,2670,860,550,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,18,13611,14700,9252,2604,1703,968,130,96,221,92,62,2670,860,950,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,19,13566,14500,9266,2457,1606,911,111,71,210,86,72,2670,860,950,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,20,13550,14300,8996,2338,1525,877,95,69,205,87,73,2660,860,950,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,21,13614,14100,9093,2261,1486,858,80,54,210,102,80,2670,860,950,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,22,13239,13700,9126,2182,1438,846,69,49,200,124,87,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41773,23,12596,12900,8690,1997,1284,791,61,51,194,155,84,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,0,12245,12200,8251,1849,1160,519,114,55,190,150,71,2690,860,650,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,1,11964,11800,8069,1781,1109,490,117,64,199,180,70,2690,860,600,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,2,11873,11800,8003,1740,1082,449,105,73,172,192,81,2690,860,600,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,3,11906,11800,7908,1740,1088,407,83,57,157,185,81,2690,860,600,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,4,12015,11800,8029,1792,1109,373,67,51,148,167,79,2680,860,650,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,5,12248,12700,8833,1897,1177,339,55,43,129,148,76,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,6,13162,13900,9416,2220,1372,287,47,34,95,112,70,2680,860,850,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,7,14328,15300,9652,2597,1612,235,37,21,83,71,50,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,8,14648,15800,9769,2772,1736,202,28,21,72,43,41,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,9,14613,16000,9763,2786,1753,172,20,25,79,30,36,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,10,14557,16000,9767,2867,1758,149,16,33,101,29,36,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,11,14417,16000,9760,2843,1740,143,13,52,136,32,39,2680,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,12,14218,15900,9655,2749,1725,152,12,69,178,45,42,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,13,14150,15700,9553,2753,1722,173,14,85,234,73,36,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,14,14066,15600,9469,2638,1690,198,13,108,317,118,41,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,15,13942,15500,9354,2518,1643,233,11,137,405,198,53,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,16,13844,15300,9308,2485,1639,284,11,146,485,284,58,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,17,13688,14900,9228,2565,1730,319,9,165,536,375,66,2670,860,950,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,18,13648,14800,9287,2440,1697,333,8,181,557,412,62,2670,860,950,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,19,13633,14600,9273,2354,1606,323,6,200,575,439,66,2670,860,950,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,20,13682,14400,9001,2251,1526,287,7,226,576,474,73,2660,860,950,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,21,13706,14200,9083,2169,1461,257,8,247,583,514,83,2670,860,850,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,22,13408,13800,9122,2046,1372,251,12,272,584,567,99,2680,860,800,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41774,23,12801,13100,8735,1852,1256,263,16,288,563,618,115,2680,860,750,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,0,12475,12900,8259,1670,1152,261,11,277,585,695,130,2670,860,650,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,1,12126,12500,8053,1563,1080,282,18,278,550,702,145,2670,860,650,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,2,11952,12200,7956,1555,1049,302,26,262,550,697,133,2670,860,600,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,3,11967,12100,7850,1569,1031,308,33,242,504,682,155,2670,860,600,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,4,12071,12100,7977,1578,1026,297,41,223,487,649,137,2670,860,650,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,5,12246,13100,8773,1574,1019,275,46,207,482,606,126,2670,860,650,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,6,13227,14100,9447,1662,1082,258,45,188,447,541,107,2670,860,850,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,7,14479,15700,9803,1871,1212,248,41,174,416,453,94,2660,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,8,14762,16100,9986,2051,1381,226,36,172,391,357,65,2660,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,9,14602,16300,9969,2146,1464,202,33,181,391,273,54,2660,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,10,14373,16300,9957,2170,1492,187,33,177,393,212,58,2660,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,11,14100,16100,9934,2150,1492,176,37,182,412,166,77,2660,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,12,13842,16000,9812,2100,1467,169,46,183,417,139,84,2660,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,13,13643,15700,9683,2045,1438,172,59,213,406,123,79,2650,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,14,13452,15400,9600,2005,1421,186,72,218,396,131,133,2660,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,15,13272,15000,9491,1974,1401,207,83,216,340,140,107,2660,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,16,13147,14800,9435,1997,1400,230,86,214,315,137,118,2660,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,17,13050,14000,9393,2106,1450,238,81,227,276,131,140,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,18,13041,13800,9412,2096,1474,226,69,211,236,127,127,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,19,13030,13500,9324,1986,1397,206,58,182,200,131,122,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,20,12845,13300,9026,1909,1351,170,55,139,144,141,141,2670,860,900,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,21,12793,13000,9088,1875,1353,136,52,133,151,158,114,2670,860,800,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,22,12582,13000,9110,1874,1327,116,46,104,176,207,113,2660,860,750,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41775,23,12173,12500,8682,1737,1233,108,44,98,197,262,111,2660,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,0,11882,11700,8159,1575,1113,123,39,105,248,310,129,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,1,11709,11400,7931,1521,1055,133,38,108,306,321,122,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,2,11601,11200,7815,1487,1020,139,40,117,364,346,112,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,3,11538,11000,7655,1479,1012,130,42,130,408,368,105,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,4,11371,10900,7585,1492,1012,117,42,140,422,364,95,2700,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,5,11283,10600,7788,1483,983,99,45,169,475,342,80,2700,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,6,11433,10600,7942,1573,1043,84,45,193,448,297,69,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,7,11706,12000,8165,1744,1160,73,44,195,433,259,57,2700,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,8,12193,12500,8351,1935,1305,64,41,192,411,215,28,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,9,12771,12900,8468,2043,1414,67,38,209,359,194,25,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,10,13058,13200,8490,2076,1460,76,33,207,372,223,43,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,11,13013,13300,8454,2062,1450,89,30,200,386,260,49,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,12,12850,13200,8370,2015,1433,105,31,213,416,273,54,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,13,12712,13000,8281,1964,1411,128,35,237,411,292,50,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,14,12536,12900,8248,1925,1384,143,38,242,383,304,62,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,15,12472,12800,8282,1896,1358,147,39,247,361,313,77,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,16,12511,12800,8368,1918,1379,143,40,246,348,302,91,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,17,12548,12900,8443,2051,1433,121,42,231,305,284,102,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,18,12676,13000,8490,2038,1439,95,44,226,269,255,108,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,19,12772,12100,8347,1914,1368,75,51,214,223,230,133,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,20,12821,12000,8131,1842,1310,55,51,200,217,210,131,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,21,12831,11800,8344,1801,1284,42,52,198,189,222,159,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,22,12814,11700,8529,1813,1272,42,65,194,177,236,155,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41776,23,12437,11400,8233,1696,1180,40,79,179,146,246,158,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,0,11794,10700,7912,1557,1107,45,87,183,166,298,152,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,1,11348,10400,7652,1487,1040,47,96,177,146,290,174,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,2,10993,10100,7526,1456,990,52,112,171,151,285,206,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,3,10914,10000,7363,1447,962,57,132,163,147,254,249,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,4,10821,9800,7257,1459,942,62,145,150,143,227,290,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,5,10712,10400,7388,1441,879,68,148,130,125,195,318,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,6,10757,10400,7477,1504,962,77,141,112,104,163,329,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,7,11043,10600,7613,1650,1092,88,128,87,78,141,329,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,8,11558,11000,7808,1826,1219,97,121,66,68,116,311,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,9,11928,11500,7956,1950,1333,121,119,47,73,97,307,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,10,11978,11900,8022,1994,1405,158,123,44,84,100,353,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,11,11826,12200,7994,1995,1437,200,127,46,96,115,382,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,12,11578,12300,7895,1972,1424,247,131,53,125,147,400,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,13,11410,12200,7802,1967,1433,303,143,61,156,177,423,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,14,11266,12200,7767,1949,1441,365,157,66,162,194,448,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,15,11178,12300,7758,1922,1446,416,161,71,157,211,428,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,16,11135,12300,7792,1963,1511,484,167,60,167,232,421,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,17,11159,11700,7824,2127,1576,560,161,50,150,235,397,2685,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,18,11152,11800,7936,2146,1549,574,131,46,156,252,345,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,19,11271,11900,7926,2084,1515,557,126,54,145,265,284,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,20,11441,11900,7796,2049,1464,491,118,61,156,264,249,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,21,11563,11800,8104,1978,1415,400,98,80,190,257,231,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,22,11700,11600,8287,1889,1321,336,83,96,228,251,214,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41777,23,11290,11100,7941,1733,1193,277,75,128,263,261,209,2695,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,0,10597,10600,7512,1684,1102,186,78,146,282,273,218,2710,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,1,10307,10300,7282,1632,1035,222,80,156,292,258,213,2710,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,2,10217,10200,7157,1613,1011,241,77,153,271,264,198,2710,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,3,10249,10100,7004,1619,1013,262,80,141,266,248,188,2710,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,4,10342,10100,7172,1638,1024,266,84,115,244,231,180,2700,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,5,10592,10500,8060,1728,1082,253,83,91,221,208,172,2700,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,6,11622,11500,8792,2075,1260,260,82,66,158,173,169,2700,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,7,12914,13200,9054,2485,1489,295,90,54,111,144,167,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,8,13300,14100,9173,2648,1623,316,98,53,94,120,167,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,9,13191,14400,9131,2683,1703,316,94,46,86,101,182,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,10,13149,14500,9065,2751,1752,318,89,52,70,93,207,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,11,13041,14500,9035,2778,1769,314,80,60,62,94,228,2690,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,12,12928,14500,8916,2721,1752,286,70,59,72,100,233,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,13,12715,14400,8788,2733,1728,255,65,62,68,102,224,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,14,12725,14300,8675,2689,1704,210,62,58,79,105,195,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,15,12599,14200,8544,2570,1672,163,56,54,75,109,213,2680,860,700,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,16,12508,14000,8477,2490,1645,128,46,48,69,114,209,2680,860,795,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,17,12360,13800,8367,2600,1701,108,37,43,65,118,197,2680,860,795,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,18,12289,13700,8417,2522,1681,107,31,39,62,119,168,2680,860,795,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,19,12326,13100,8392,2384,1570,102,24,38,65,125,153,2680,860,795,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,20,12296,13000,8077,2259,1489,96,24,34,54,127,139,2670,860,795,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,21,12234,12700,8114,2170,1468,90,26,33,62,141,125,2680,860,795,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,22,11896,12400,8180,2102,1406,82,28,33,83,159,123,2690,860,795,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
41778,23,11245,11800,7746,1900,1256,70,28,31,79,182,123,2690,860,795,7300,984,1120,1167,496,496,0,880,0,0,0,807,0,1123
